rollout/exploration_rate,Avg_2_headway,time/fps,Avg_0_headway,time/total_timesteps,time/episodes,time/time_elapsed,Total_Lane_Changes,Total_Crashed_Cras,Avg_1_speed,Avg_2_speed,Avg_0_speed,Avg_1_headway,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate
0.8843849999999998,0.0,11,252.16651807419197,1042,22,93,119.0,2,11.000207431981186,11.000207431981186,10.502397988660235,596.1909297231176,-8.429718590909092,44.63636363636363,235,0.06636340916156769,0.005
0.8839499999999998,0.0,11,476.2223252764138,1071,23,95,3.0,2,8.163128701489947,8.163128701489947,8.397648192609191,129.97358375950137,-9.731837565217392,45.30434782608695,242,0.06973053514957428,0.005
0.8839350000000001,,11,,1071,24,95,,,,,,,-9.952284375,44.625,,,
0.8830499999999997,0.0,11,184.1903628697427,1131,24,101,169.0,2,13.386477078416414,13.386477078416414,13.005222907561796,507.07832316643777,-9.952284375,44.625,257,0.020291034132242203,0.005
0.8829599999999996,0.0,11,267.01324174227955,1137,25,101,2.0,2,12.501178410800048,12.501178410800048,12.848460332828324,279.55146999068654,-10.46000236,45.24,259,0.028714578598737717,0.005
0.8820600000000004,0.0,11,403.39807675502794,1197,26,107,168.0,2,11.214821823423959,11.214821823423959,10.779424891928548,474.5100031946956,-10.184598115384615,43.73076923076923,274,0.06619959324598312,0.005
0.8818049999999997,0.0,11,219.1992484826958,1214,27,108,2.0,2,9.950207758663682,9.950207758663682,9.35629733152625,393.317497389093,-11.042063111111112,44.333333333333336,278,0.04769216105341911,0.005
0.8817900000000001,,11,,1214,28,108,,,,,,,-10.632237964285716,43.357142857142854,,,
0.8813099999999996,0.0,11,208.34187133610453,1247,28,111,82.0,2,13.155005457531034,13.155005457531034,13.355441711996813,260.1116095565078,-10.632237964285716,43.357142857142854,286,0.0566352903842926,0.005
0.8808450000000004,0.0,11,419.17753662386207,1278,29,114,3.0,2,8.538168652638497,8.538168652638497,8.074066352244024,379.06730517112567,-10.981520137931035,43.0,294,0.06256134808063507,0.005
0.8801849999999998,0.0,11,451.3011327641698,1322,30,118,128.0,2,12.163406231008599,12.163406231008599,12.20449671463185,234.1834079535666,-10.780538100000001,42.6,305,0.01644161343574524,0.005
0.8796899999999996,0.0,11,121.7979603442351,1355,31,121,3.0,2,7.783708243378765,7.783708243378765,8.020668596422855,196.3384594519299,-11.047828935483873,42.645161290322584,313,0.03922385722398758,0.005
0.8796750000000001,,11,,1355,32,121,,,,,,,-10.795294375,42.34375,,,
0.8787899999999996,0.0,11,310.82450769805973,1415,32,126,111.0,2,10.924070718876237,10.924070718876237,10.471964976118073,524.4569868246497,-10.795294375,42.34375,328,0.037965044379234314,0.005
0.8782350000000003,0.0,11,246.17806564351213,1452,33,129,3.0,2,9.370797369683071,9.370797369683071,10.558050712344574,10.997910906471134,-11.508854545454545,42.878787878787875,337,0.04472053796052933,0.005
0.8773350000000002,0.0,11,127.60102043272902,1512,34,135,176.0,2,14.150164296917668,14.150164296917668,13.859134212437604,517.4069180447063,-11.389993147058822,42.705882352941174,352,0.044869109988212585,0.005
0.8769000000000002,0.0,11,459.66259640245994,1541,35,137,2.0,2,8.297372484022889,8.297372484022889,8.530552893607291,63.71618951170717,-11.713585799999999,43.2,360,0.014287459664046764,0.005
0.8768849999999998,,11,,1541,36,137,,,,,,,-11.571513555555555,42.80555555555556,,,
