Avg_1_headway,Avg_1_speed,time/iterations,time/time_elapsed,Total_Lane_Changes,Avg_0_headway,Avg_0_speed,Avg_2_speed,Total_Crashed_Cras,Avg_2_headway,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/loss,train/n_updates,train/approx_kl,train/explained_variance
280.83937982184864,16.378721268628034,29,133,172.0,497.9557465041173,16.204728925456394,16.378721268628034,2,0.0,8,1171,39.67857142857143,-6.0710279285714295,,,,,,,,,,
316.76197340098133,13.337114527845696,30,134,3.0,272.4837279897252,12.65245261434928,13.337114527845696,2,0.0,8,1178,40.37931034482759,-5.9654415862068975,,,,,,,,,,
188.91617418978763,12.265568008554364,31,140,175.0,211.00695041774893,12.551505871710157,12.265568008554364,2,0.0,8,1238,39.266666666666666,-5.776181800000001,,,,,,,,,,
911.4672712087331,9.964455334923825,32,146,3.0,171.1527742131335,9.370829288228556,9.964455334923825,2,0.0,8,1298,39.935483870967744,-5.885506806451613,,,,,,,,,,
120.77445833558953,12.121179312985978,33,153,171.0,557.6082088681053,11.838076381659038,11.715759936828661,2,47.1796296367695,8,1358,40.5625,-6.5714028125,,,,,,,,,,
446.062541561275,2.848491999619769,34,159,2.0,0.0,22.25892774308493,2.848491999619769,2,13.763639098067188,8,1418,41.15151515151515,-7.26742996969697,,,,,,,,,,
272.7712261716415,17.470528568057563,35,165,175.0,527.849073673992,17.56936761626394,17.470528568057563,1,0.225633427837167,8,1478,41.705882352941174,-8.1569135,,,,,,,,,,
147.78878689833437,9.129510558404615,36,170,3.0,30.60839846466115,9.431388146815168,9.129510558404615,2,0.0,8,1526,42.22857142857143,-7.9539128,,,,,,,,,,
,,3,171,,,,,,,8,1536,42.388888888888886,-8.255312083333333,,,,,,,,,,
284.01179333569905,15.852273397528919,37,181,125.0,318.1514222242819,15.667063439811226,15.852273397528919,2,0.0,8,1571,42.388888888888886,-8.255312083333333,21.632316344976424,0.171484375,0.0003,-0.030260149377863855,0.2,-4.760203132033348,6.021984577178955,30,0.019433595,-1.1920929e-07
410.058915953024,9.002039301910731,38,186,3.0,592.4873950949891,9.926715306591028,9.002039301910731,2,0.0,8,1631,42.45945945945946,-7.788449243243243,,,,,,,,,,
240.798352185115,11.726497150136586,39,190,105.0,184.00614088711103,12.012100591846067,11.726497150136586,2,0.0,8,1670,42.921052631578945,-7.51469497368421,,,,,,,,,,
147.24574284470714,7.754587489684992,40,192,3.0,451.48789619963145,7.992666480390081,7.754587489684992,2,0.0,8,1692,42.82051282051282,-7.602049974358974,,,,,,,,,,
383.80875671091184,13.89931360221448,41,196,93.0,206.3626976753003,13.59832320917134,13.89931360221448,2,0.0,8,1727,42.3,-7.55920685,,,,,,,,,,
165.05751577045112,7.748605185193089,42,200,3.0,134.12057342644425,7.985912407375897,7.748605185193089,2,0.0,8,1764,42.1219512195122,-7.521961536585366,,,,,,,,,,
219.08971114191314,13.756371409153664,43,203,98.0,234.6756286464142,14.085848155246174,13.756371409153664,2,0.0,8,1798,42.0,-7.398933071428571,,,,,,,,,,
356.1750810116524,7.853323437586377,44,205,3.0,136.90498714968476,8.08959669678824,7.853323437586377,2,0.0,8,1819,41.81395348837209,-7.658927186046512,,,,,,,,,,
115.3400815346353,14.758189328508617,45,212,175.0,296.77675912992845,14.635061480983879,14.366603860777223,2,32.41785421048282,8,1879,41.34090909090909,-7.591126363636363,,,,,,,,,,
238.68661653005233,9.513195216066544,46,217,3.0,25.69342761279495,9.811533596590333,9.513195216066544,2,0.0,8,1925,41.75555555555555,-7.526464244444444,,,,,,,,,,
297.06575366494917,16.68510632904075,47,223,156.0,515.67621041831,16.46142305995565,16.68510632904075,1,0.0,8,1985,41.84782608695652,-7.359289695652173,,,,,,,,,,
44.466391393423464,7.582199709973953,48,229,3.0,710.1540042151066,8.551211810490232,7.582199709973953,2,0.0,8,2038,42.234042553191486,-7.21128929787234,,,,,,,,,,
,,4,230,,,,,,,8,2048,42.458333333333336,-7.053827645833333,,,,,,,,,,
175.23842127921927,12.202605819039237,49,240,180.0,634.8375136897845,12.13506589315405,12.052716470434108,2,7.965472617322165,8,2098,42.458333333333336,-7.053827645833333,10.657987412810325,0.39453125,0.0003,-0.04784979763207957,0.2,-4.713023695349693,4.4670209884643555,40,0.02278974,0.0
273.2199245948693,9.763387022022012,50,241,3.0,263.4638843509518,10.059003255348491,9.763387022022012,2,0.0,8,2106,42.816326530612244,-7.50387269387755,,,,,,,,,,
201.62090598510613,13.640435255710115,51,244,81.0,349.0543917052133,13.835343322727704,13.640435255710115,2,0.0,8,2134,42.12,-7.422830779999999,,,,,,,,,,
288.87782328460014,7.734220526949783,52,247,3.0,138.41734531298414,7.971669891489601,7.734220526949783,2,0.0,8,2159,41.84313725490196,-7.502780803921569,,,,,,,,,,
396.26340107384016,13.41834938104407,53,252,120.0,311.281187032397,13.036500689136826,13.41834938104407,2,0.0,8,2205,41.51923076923077,-7.4380553269230765,,,,,,,,,,
722.9682142075357,8.40711840149454,54,257,3.0,274.8405397980845,7.940401942671408,8.40711840149454,2,0.0,8,2255,41.60377358490566,-7.544254132075471,,,,,,,,,,
248.09004020887812,13.236194629502764,55,258,33.0,339.85664129783584,13.437749295079177,13.236194629502764,2,0.0,8,2272,41.75925925925926,-7.674751074074074,,,,,,,,,,
18.67887525026731,9.689273559661189,56,262,3.0,627.8251567874707,9.986911911377867,9.689273559661189,2,0.0,8,2303,41.30909090909091,-7.709644854545454,,,,,,,,,,
217.9702479352032,17.047247519208625,57,264,70.0,280.98420804970215,17.398399999358205,17.047247519208625,2,0.0,8,2327,41.125,-8.008430196428572,,,,,,,,,,
535.1858543049588,9.406804114998437,58,268,3.0,334.4415671522851,8.802558239079431,9.406804114998437,2,0.0,8,2364,40.824561403508774,-7.923986666666667,,,,,,,,,,
308.25577541170105,21.12363605731252,59,269,20.0,283.3629835883411,21.034126444989923,21.12363605731252,2,0.0,8,2374,40.758620689655174,-7.966732948275863,,,,,,,,,,
795.789780981381,9.964446750304646,60,275,3.0,299.04491038833294,9.3708205322579,9.964446750304646,2,0.0,8,2434,40.23728813559322,-7.80460213559322,,,,,,,,,,
261.3539166026168,12.687590148092662,61,278,81.0,229.5762117996364,12.945356727502466,12.687590148092662,2,0.0,8,2462,40.56666666666667,-7.883223183333333,,,,,,,,,,
287.9271771851155,24.18850299571326,62,279,2.0,298.2821622395532,23.929788670959525,24.18850299571326,2,0.0,8,2466,40.36065573770492,-7.857315852459016,,,,,,,,,,
475.80215300779065,15.388963575820554,63,283,69.0,165.18020133158413,15.0254487559582,15.388963575820554,2,0.0,8,2504,39.774193548387096,-7.749415806451613,,,,,,,,,,
,,5,289,,,,,,,8,2560,39.74603174603175,-7.8034474920634915,,,,,,,,,,
219.79530044837782,7.500518292512567,64,296,3.0,48.09339135723599,8.459306149445801,7.500518292512567,2,0.0,8,2564,39.74603174603175,-7.8034474920634915,19.387341684103014,0.23984375,0.0003,-0.03750271953176707,0.2,-4.686044365167618,6.7856621742248535,50,0.019696623,1.1920929e-07
282.38757644909305,17.461152899812884,65,298,39.0,299.36622065605303,17.343769794327713,17.461152899812884,2,0.0,8,2590,40.0625,-8.007105546875,,,,,,,,,,
